Trip id,City,Timestamp,Pickup zone, Pickup lat , Pickup lng ,Drop zone, Drop lat , Drop lng ,Distance km,Trip Duration min, Fare inr ,Payment type,Platform,Is shared,Driver ID,Customer ID,Hour,Weekday,Date,Month,Vehicle Type
2510,Chennai,10-02-2024 22:27,Ambattur, 13.10 , 80.16 ,Kodambakkam, 13.07 , 80.21 ,5.92,9, 125.73 ,Cash,App,1,D0742,C001109,22,Saturday,10-02-2024,February,Uber Go
2293,Chennai,26-03-2024 16:32,Madhavaram, 13.14 , 80.22 ,Perambur, 13.11 , 80.22 ,2.31,5, 65.89 ,Card,App,0,D0314,C002929,16,Tuesday,26-03-2024,March,Uber Go
1324,Chennai,31-03-2024 11:14,Anna Nagar, 13.09 , 80.20 ,Ambattur, 13.11 , 80.15 ,4.34,18, 122.59 ,Cash,App,0,D0787,C001466,11,Sunday,31-03-2024,March,Bike
1551,Chennai,21-01-2024 10:51,Anna Nagar, 13.09 , 80.20 ,Adyar, 13.00 , 80.24 ,10.11,29, 252.51 ,UPI,App,0,D0524,C003086,10,Sunday,21-01-2024,January,Uber Go
4648,Chennai,28-02-2024 17:05,Madhavaram, 13.15 , 80.22 ,T. Nagar, 13.05 , 80.23 ,12.3,32, 275.46 ,Card,App,0,D0123,C000726,17,Wednesday,28-02-2024,February,Auto
316,Chennai,20-02-2024 10:03,Besant Nagar, 12.98 , 80.25 ,Mylapore, 13.03 , 80.27 ,6.04,6, 101.61 ,Card,App,0,D0629,C003322,10,Tuesday,20-02-2024,February,Auto
1243,Chennai,06-03-2024 15:40,Adyar, 13.01 , 80.25 ,Guindy, 13.01 , 80.22 ,6.04,7, 63.63 ,Card,Call,0,D0047,C000448,15,Wednesday,06-03-2024,March,Auto
2451,Chennai,12-02-2024 05:31,Guindy, 13.00 , 80.23 ,Madhavaram, 13.14 , 80.22 ,15.15,44, 63.63 ,Cash,App,1,D0079,C003517,5,Monday,12-02-2024,February,Uber Go
1579,Chennai,18-01-2024 08:23,Tambaram, 12.93 , 80.13 ,Velachery, 12.99 , 80.22 ,12.83,38, 254.96 ,Card,Call,0,D0612,C003757,8,Thursday,18-01-2024,January,UberXL
4626,Chennai,29-03-2024 03:33,Kodambakkam, 13.07 , 80.22 ,Thiruvanmiyur, 12.98 , 80.26 ,13.84,29, 239.91 ,Cash,Call,0,D0305,C002420,3,Friday,29-03-2024,March,Auto
3117,Chennai,14-03-2024 03:37,T. Nagar, 13.04 , 80.23 ,T. Nagar, 13.04 , 80.23 ,2.62,5, 95.75 ,Cash,App,0,D0761,C007704,3,Thursday,14-03-2024,March,Auto
70,Chennai,08-01-2024 04:08,Mylapore, 13.04 , 80.27 ,Madhavaram, 13.14 , 80.22 ,12.58,25, 288.40 ,Card,App,0,D0205,C000723,4,Monday,08-01-2024,January,UberXL
860,Chennai,21-03-2024 14:19,Chromepet, 12.96 , 80.14 ,Besant Nagar, 12.98 , 80.25 ,12.71,42, 294.60 ,Cash,App,0,D0057,C003593,14,Thursday,21-03-2024,March,UberXL
2754,Chennai,08-01-2024 10:16,Ambattur, 13.11 , 80.17 ,Guindy, 13.03 , 80.23 ,8.8,22, 137.66 ,UPI,App,0,D0231,C007686,10,Monday,08-01-2024,January,Uber Go
1633,Chennai,07-02-2024 09:21,Anna Nagar, 13.09 , 80.20 ,Adyar, 13.00 , 80.25 ,10.41,23, 195.79 ,Cash,App,1,D0006,C005203,9,Wednesday,07-02-2024,February,Uber Go
1651,Chennai,28-03-2024 19:41,Adyar, 13.01 , 80.25 ,Velachery, 12.99 , 80.22 ,3.84,7, 89.19 ,Card,App,0,D0606,C007745,19,Thursday,28-03-2024,March,Bike
3861,Chennai,22-02-2024 15:20,T. Nagar, 13.05 , 80.23 ,Madhavaram, 13.14 , 80.23 ,10.68,20, 195.94 ,Card,App,0,D0530,C007516,15,Thursday,22-02-2024,February,Uber Go
3107,Chennai,13-01-2024 15:22,Adyar, 13.00 , 80.26 ,Madhavaram, 13.15 , 80.23 ,17.97,49, 309.58 ,Card,App,1,D0125,C007430,15,Saturday,13-01-2024,January,Auto
1075,Chennai,28-03-2024 17:18,Mylapore, 13.04 , 80.27 ,Mylapore, 13.02 , 80.27 ,0.5,5, 55.02 ,Card,App,1,D0597,C003962,17,Thursday,28-03-2024,March,Auto
4002,Chennai,17-02-2024 10:41,Kodambakkam, 13.07 , 80.21 ,Chromepet, 12.96 , 80.14 ,15.42,33, 332.49 ,Card,App,0,D0082,C006551,10,Saturday,17-02-2024,February,Uber Go
788,Chennai,16-03-2024 21:18,Sholinganallur, 12.94 , 80.23 ,Mylapore, 13.03 , 80.27 ,11.26,18, 215.19 ,UPI,App,0,D0766,C007689,21,Saturday,16-03-2024,March,Auto
2606,Chennai,08-03-2024 05:52,Guindy, 13.02 , 80.21 ,Tambaram, 12.93 , 80.12 ,14.31,31, 335.96 ,Cash,App,0,D0351,C004597,5,Friday,08-03-2024,March,Uber Go
3631,Chennai,30-01-2024 05:36,Adyar, 13.02 , 80.25 ,Sholinganallur, 12.93 , 80.22 ,9.68,32, 259.48 ,Cash,App,0,D0754,C001590,5,Tuesday,30-01-2024,January,Uber Go
2122,Chennai,07-01-2024 16:32,Guindy, 13.01 , 80.22 ,T. Nagar, 13.05 , 80.24 ,6.66,32, 137.82 ,UPI,App,0,D0414,C007605,16,Sunday,07-01-2024,January,UberXL
1875,Chennai,25-01-2024 19:20,Ambattur, 13.09 , 80.16 ,Anna Nagar, 13.08 , 80.20 ,5.93,7, 162.46 ,Card,App,0,D0045,C000215,19,Thursday,25-01-2024,January,UberXL
812,Chennai,29-02-2024 23:16,Sholinganallur, 12.93 , 80.16 ,Adyar, 13.01 , 80.26 ,10.02,25, 208.89 ,Card,App,0,D0467,C006924,23,Thursday,29-02-2024,February,Uber Go
388,Chennai,07-01-2024 20:40,Guindy, 13.01 , 80.22 ,Kodambakkam, 13.07 , 80.21 ,5.71,7, 115.66 ,Cash,Call,0,D0350,C007958,20,Sunday,07-01-2024,January,Bike
2883,Chennai,12-02-2024 06:59,Sholinganallur, 13.01 , 80.23 ,Velachery, 12.98 , 80.21 ,4.64,14, 128.35 ,UPI,App,0,D0715,C003541,6,Monday,12-02-2024,February,Bike
1176,Chennai,04-02-2024 11:54,Adyar, 13.01 , 80.26 ,Guindy, 13.02 , 80.22 ,4.78,14, 128.35 ,Cash,App,0,D0399,C003851,11,Sunday,04-02-2024,February,Uber Go
3198,Chennai,23-02-2024 20:49,Guindy, 13.01 , 80.22 ,Ambattur, 13.10 , 80.17 ,12.67,42, 220.37 ,Cash,App,0,D0709,C001760,20,Friday,23-02-2024,February,UberXL
2624,Chennai,27-03-2024 06:12,Mylapore, 13.03 , 80.27 ,Kodambakkam, 13.06 , 80.22 ,6.4,5, 143.40 ,Card,App,0,D0528,C001642,6,Wednesday,27-03-2024,March,Uber Go
1352,Chennai,08-03-2024 08:44,Ambattur, 13.10 , 80.15 ,T. Nagar, 13.04 , 80.24 ,11.48,21, 239.95 ,Cash,App,0,D0282,C003891,8,Friday,08-03-2024,March,Uber Go
411,Chennai,20-01-2024 10:56,Thiruvanmiyur, 12.98 , 80.27 ,Mylapore, 13.03 , 80.27 ,4.73,5, 116.94 ,Card,App,0,D0391,C006402,10,Saturday,20-01-2024,January,Uber Go
4213,Chennai,10-03-2024 13:43,Sholinganallur, 12.93 , 80.22 ,Adyar, 13.01 , 80.25 ,9.15,21, 199.93 ,Cash,App,0,D0470,C001103,13,Sunday,10-03-2024,March,Auto
110,Chennai,07-01-2024 11:58,Adyar, 13.01 , 80.26 ,Adyar, 13.01 , 80.25 ,0.58,5, 40.00 ,Card,App,0,D0752,C003883,11,Sunday,07-01-2024,January,Auto
4996,Chennai,16-03-2024 09:50,Perambur, 13.12 , 80.22 ,T. Nagar, 13.03 , 80.24 ,10.23,15, 225.09 ,Card,App,0,D0488,C002792,9,Saturday,16-03-2024,March,Bike
3430,Chennai,10-01-2024 23:26,Guindy, 13.02 , 80.22 ,Velachery, 12.99 , 80.21 ,3.2,9, 86.33 ,Cash,App,0,D0710,C004513,23,Wednesday,10-01-2024,January,Uber Go
2810,Chennai,17-03-2024 03:46,Thiruvanmiyur, 12.99 , 80.27 ,Kodambakkam, 13.07 , 80.21 ,10.44,20, 227.42 ,Card,App,0,D0600,C004445,3,Sunday,17-03-2024,March,Uber Go
2595,Chennai,20-02-2024 20:59,Tambaram, 12.93 , 80.13 ,Kodambakkam, 13.06 , 80.21 ,15.05,38, 306.77 ,Card,App,0,D0014,C004537,20,Tuesday,20-02-2024,February,Uber Go
2837,Chennai,07-01-2024 03:50,Sholinganallur, 12.93 , 80.23 ,Chromepet, 12.96 , 80.13 ,11.16,39, 270.09 ,Card,App,0,D0168,C003661,3,Sunday,07-01-2024,January,Auto
2373,Chennai,08-01-2024 02:05,Perambur, 13.11 , 80.22 ,Chromepet, 12.97 , 80.14 ,18.88,50, 341.68 ,Cash,App,0,D0100,C001998,2,Monday,08-01-2024,January,Uber Go
1236,Chennai,04-03-2024 23:24,Guindy, 13.01 , 80.23 ,Chromepet, 12.96 , 80.13 ,11.91,19, 265.59 ,Card,Call,0,D0635,C001889,23,Monday,04-03-2024,March,UberXL
2147,Chennai,13-03-2024 04:32,Madhavaram, 13.14 , 80.22 ,Velachery, 12.99 , 80.22 ,15.82,34, 307.79 ,Card,App,0,D0688,C002354,4,Wednesday,13-03-2024,March,Uber Go
4976,Chennai,09-01-2024 16:01,Kodambakkam, 13.06 , 80.22 ,Mylapore, 13.02 , 80.27 ,7.64,21, 186.77 ,Card,App,0,D0393,C002127,16,Tuesday,09-01-2024,January,UberXL
600,Chennai,03-03-2024 21:33,Adyar, 13.01 , 80.26 ,Adyar, 13.00 , 80.25 ,1.8,6, 48.86 ,Cash,App,0,D0293,C005626,21,Sunday,03-03-2024,March,Bike
1435,Chennai,07-03-2024 20:36,Perambur, 13.11 , 80.23 ,Sholinganallur, 12.93 , 80.22 ,19.26,37, 329.52 ,Card,App,0,D0369,C006534,20,Thursday,07-03-2024,March,UberXL
4997,Chennai,23-01-2024 12:47,Adyar, 13.01 , 80.24 ,Perambur, 13.11 , 80.22 ,8.29,5, 159.88 ,Card,App,0,D0434,C000058,12,Tuesday,23-01-2024,January,Auto
539,Chennai,01-01-2024 17:05,Perambur, 13.12 , 80.22 ,Mylapore, 13.02 , 80.27 ,12.21,28, 284.42 ,Cash,App,0,D0451,C004201,17,Monday,01-01-2024,January,UberXL
722,Chennai,12-03-2024 13:58,Anna Nagar, 13.09 , 80.20 ,Anna Nagar, 13.08 , 80.20 ,1.25,5, 47.27 ,Cash,App,0,D0643,C002584,13,Tuesday,12-03-2024,March,UberXL
4411,Chennai,26-03-2024 15:57,Ambattur, 13.10 , 80.16 ,Adyar, 13.02 , 80.25 ,13.35,26, 207.40 ,UPI,Call,0,D0570,C000264,15,Tuesday,26-03-2024,March,Uber Go
1873,Chennai,15-02-2024 16:11,Madhavaram, 13.15 , 80.24 ,Guindy, 13.01 , 80.21 ,16.46,49, 280.71 ,UPI,Call,0,D0638,C001681,16,Thursday,15-02-2024,February,Uber Go
2846,Chennai,02-01-2024 20:25,Anna Nagar, 13.08 , 80.21 ,Mylapore, 13.04 , 80.27 ,7.81,5, 167.47 ,Card,App,0,D0038,C000726,20,Tuesday,02-01-2024,January,Auto
2054,Chennai,19-03-2024 03:13,Anna Nagar, 13.08 , 80.20 ,Velachery, 12.98 , 80.22 ,11.04,19, 167.47 ,Card,App,0,D0149,C002993,3,Tuesday,19-03-2024,March,Uber Go
2908,Chennai,06-02-2024 05:56,Tambaram, 12.93 , 80.13 ,Velachery, 12.99 , 80.21 ,11.28,19, 263.21 ,Cash,App,0,D0655,C005113,5,Tuesday,06-02-2024,February,Uber Go
2255,Chennai,04-03-2024 02:54,Chromepet, 12.95 , 80.14 ,Perambur, 13.12 , 80.23 ,22.27,45, 381.98 ,Card,App,0,D0411,C007604,2,Monday,04-03-2024,March,UberXL
3913,Chennai,18-02-2024 21:39,Guindy, 13.02 , 80.20 ,Velachery, 12.99 , 80.22 ,5.47,5, 113.27 ,Card,App,0,D0509,C000095,21,Sunday,18-02-2024,February,UberXL
178,Chennai,09-03-2024 19:01,T. Nagar, 13.04 , 80.23 ,Tambaram, 12.91 , 80.13 ,18.74,38, 407.30 ,Card,App,0,D0061,C002486,19,Saturday,09-03-2024,March,UberXL
2891,Chennai,06-01-2024 17:50,Madhavaram, 13.15 , 80.22 ,Madhavaram, 13.14 , 80.23 ,1.97,5, 65.90 ,Card,App,0,D0694,C002114,17,Saturday,06-01-2024,January,Auto
3674,Chennai,24-02-2024 20:47,T. Nagar, 13.03 , 80.24 ,Besant Nagar, 12.98 , 80.26 ,6.8,14, 151.79 ,Cash,App,0,D0413,C007518,20,Saturday,24-02-2024,February,UberXL
81,Chennai,05-03-2024 03:09,Tambaram, 12.93 , 80.13 ,Madhavaram, 13.14 , 80.23 ,26.52,51, 509.84 ,Card,App,0,D0550,C002305,3,Tuesday,05-03-2024,March,UberXL
2562,Chennai,09-01-2024 14:27,Ambattur, 13.09 , 80.15 ,Kodambakkam, 13.07 , 80.22 ,6.89,19, 193.54 ,Card,App,0,D0438,C004849,14,Tuesday,09-01-2024,January,Uber Go
1724,Chennai,04-03-2024 04:04,Thiruvanmiyur, 12.99 , 80.26 ,Chromepet, 12.95 , 80.14 ,12.9,25, 193.54 ,Card,App,0,D0261,C007053,4,Monday,04-03-2024,March,Uber Go
1618,Chennai,19-02-2024 11:08,Madhavaram, 13.15 , 80.23 ,Ambattur, 13.11 , 80.16 ,8.66,30, 182.63 ,Cash,App,1,D0203,C002215,11,Monday,19-02-2024,February,Auto
1655,Chennai,28-03-2024 20:50,Guindy, 12.99 , 80.21 ,Chromepet, 12.95 , 80.14 ,10.02,21, 243.31 ,UPI,App,0,D0052,C000448,20,Thursday,28-03-2024,March,Auto
2329,Chennai,29-01-2024 01:45,Thiruvanmiyur, 12.97 , 80.26 ,Perambur, 13.11 , 80.22 ,16.11,30, 247.56 ,UPI,App,0,D0552,C006343,1,Monday,29-01-2024,January,Uber Go
4614,Chennai,22-02-2024 23:55,Ambattur, 13.10 , 80.16 ,Madhavaram, 13.15 , 80.23 ,16.11,24, 189.14 ,Cash,App,0,D0303,C000896,23,Thursday,22-02-2024,February,Bike
222,Chennai,06-03-2024 12:09,Thiruvanmiyur, 12.99 , 80.27 ,Besant Nagar, 12.99 , 80.26 ,1.84,5, 51.85 ,Cash,App,0,D0090,C003874,12,Wednesday,06-03-2024,March,Auto
94,Chennai,04-02-2024 14:23,Anna Nagar, 13.09 , 80.21 ,Kodambakkam, 13.06 , 80.22 ,5.03,14, 148.57 ,Cash,App,0,D0008,C000247,14,Sunday,04-02-2024,February,Auto
2610,Chennai,17-02-2024 21:55,Ambattur, 13.10 , 80.18 ,Anna Nagar, 13.09 , 80.20 ,3.3,5, 85.06 ,Card,App,0,D0704,C006847,21,Saturday,17-02-2024,February,Auto
3383,Chennai,19-01-2024 02:50,Adyar, 13.01 , 80.25 ,Kodambakkam, 13.06 , 80.22 ,5.18,11, 132.64 ,Card,App,0,D0072,C006665,2,Friday,19-01-2024,January,UberXL
4416,Chennai,23-02-2024 07:51,T. Nagar, 13.04 , 80.24 ,Besant Nagar, 12.98 , 80.26 ,6.29,11, 143.27 ,Card,App,1,D0028,C006470,7,Friday,23-02-2024,February,UberXL
1398,Chennai,19-02-2024 13:36,Adyar, 13.01 , 80.24 ,Velachery, 12.97 , 80.21 ,4.31,14, 128.04 ,Cash,App,1,D0525,C004060,13,Monday,19-02-2024,February,Bike
4687,Chennai,07-02-2024 20:42,Mylapore, 13.03 , 80.27 ,Tambaram, 12.92 , 80.13 ,19.83,39, 389.32 ,Card,App,0,D0411,C000285,20,Wednesday,07-02-2024,February,Bike
1293,Chennai,02-01-2024 02:47,Anna Nagar, 13.09 , 80.21 ,Ambattur, 13.10 , 80.16 ,19.83,5, 105.85 ,Card,App,0,D0096,C002952,2,Tuesday,02-01-2024,January,Auto
2165,Chennai,16-03-2024 07:31,Ambattur, 13.10 , 80.16 ,Chromepet, 12.95 , 80.13 ,17.38,49, 105.85 ,UPI,App,0,D0667,C000325,7,Saturday,16-03-2024,March,Uber Go
2940,Chennai,18-01-2024 00:06,Velachery, 12.99 , 80.21 ,Kodambakkam, 13.06 , 80.22 ,8.57,29, 171.37 ,Cash,App,1,D0387,C000812,0,Thursday,18-01-2024,January,Uber Go
3669,Chennai,20-03-2024 19:16,Anna Nagar, 13.09 , 80.21 ,Besant Nagar, 12.98 , 80.26 ,12.65,44, 264.31 ,Cash,App,0,D0147,C003084,19,Wednesday,20-03-2024,March,Uber Go
813,Chennai,08-01-2024 17:14,Kodambakkam, 13.06 , 80.21 ,Adyar, 13.00 , 80.25 ,7.41,23, 164.48 ,Card,App,0,D0720,C006438,17,Monday,08-01-2024,January,Uber Go
1259,Chennai,23-02-2024 15:58,Kodambakkam, 13.06 , 80.22 ,Kodambakkam, 13.08 , 80.22 ,1.5,5, 52.16 ,Card,App,0,D0644,C000294,15,Friday,23-02-2024,February,Auto
890,Chennai,10-02-2024 06:48,Guindy, 13.02 , 80.22 ,Anna Nagar, 13.08 , 80.20 ,8.28,17, 154.31 ,Card,App,0,D0254,C005563,6,Saturday,10-02-2024,February,Auto
1452,Chennai,02-03-2024 04:37,Tambaram, 12.92 , 80.14 ,Tambaram, 12.92 , 80.12 ,1.95,5, 53.37 ,Card,App,0,D0257,C007634,4,Saturday,02-03-2024,March,Uber Go
3317,Chennai,16-02-2024 00:09,Sholinganallur, 12.93 , 80.22 ,Perambur, 13.12 , 80.22 ,20.8,49, 416.43 ,Card,Call,1,D0137,C004262,0,Friday,16-02-2024,February,Auto
2560,Chennai,06-01-2024 23:59,Mylapore, 13.03 , 80.27 ,Anna Nagar, 13.09 , 80.19 ,9.12,19, 168.24 ,UPI,App,0,D0192,C007894,23,Saturday,06-01-2024,January,Uber Go
3575,Chennai,10-02-2024 06:23,Madhavaram, 13.15 , 80.22 ,Thiruvanmiyur, 12.99 , 80.27 ,16.92,31, 306.07 ,Cash,App,0,D0200,C003467,6,Saturday,10-02-2024,February,Uber Go
2681,Chennai,29-01-2024 04:02,Kodambakkam, 13.07 , 80.22 ,Perambur, 13.10 , 80.23 ,16.92,16, 76.10 ,Card,App,0,D0555,C005769,4,Monday,29-01-2024,January,Bike
4652,Chennai,29-03-2024 00:01,Velachery, 12.98 , 80.21 ,Adyar, 13.01 , 80.24 ,4.23,12, 116.74 ,Cash,App,0,D0394,C006428,0,Friday,29-03-2024,March,UberXL
4812,Chennai,22-01-2024 17:10,Besant Nagar, 12.99 , 80.26 ,Thiruvanmiyur, 12.97 , 80.28 ,1.93,23, 69.30 ,Cash,App,0,D0042,C004974,17,Monday,22-01-2024,January,UberXL
4680,Chennai,14-01-2024 17:18,Thiruvanmiyur, 12.98 , 80.27 ,Kodambakkam, 13.06 , 80.22 ,1.93,30, 214.19 ,UPI,App,0,D0712,C003458,17,Sunday,14-01-2024,January,Uber Go
2965,Chennai,01-03-2024 03:48,Adyar, 13.01 , 80.26 ,Sholinganallur, 12.92 , 80.23 ,10.25,29, 171.44 ,Card,App,0,D0754,C004938,3,Friday,01-03-2024,March,Auto
2673,Chennai,26-01-2024 22:26,Sholinganallur, 12.93 , 80.22 ,Besant Nagar, 12.99 , 80.25 ,8.63,13, 179.44 ,Card,App,1,D0728,C005195,22,Friday,26-01-2024,January,Auto
562,Chennai,01-02-2024 05:02,Anna Nagar, 13.09 , 80.19 ,Madhavaram, 13.15 , 80.23 ,8.66,25, 214.62 ,Card,App,0,D0493,C007759,5,Thursday,01-02-2024,February,Auto
2779,Chennai,10-02-2024 19:59,Madhavaram, 13.15 , 80.23 ,Mylapore, 13.02 , 80.28 ,16.68,41, 333.22 ,UPI,App,0,D0321,C000503,19,Saturday,10-02-2024,February,Uber Go
2949,Chennai,13-03-2024 22:08,Besant Nagar, 12.98 , 80.25 ,Sholinganallur, 12.93 , 80.23 ,5.96,6, 139.48 ,Cash,App,0,D0097,C005026,22,Wednesday,13-03-2024,March,Uber Go
2818,Chennai,22-02-2024 08:12,Perambur, 13.10 , 80.22 ,Anna Nagar, 13.08 , 80.21 ,2.87,14, 83.00 ,Cash,App,0,D0326,C001245,8,Thursday,22-02-2024,February,Uber Go
2759,Chennai,25-03-2024 17:25,Guindy, 13.01 , 80.22 ,Sholinganallur, 12.92 , 80.23 ,10.57,25, 179.66 ,Card,App,0,D0642,C000415,17,Monday,25-03-2024,March,Uber Go
1757,Chennai,22-01-2024 03:13,Sholinganallur, 12.93 , 80.23 ,Guindy, 13.01 , 80.22 ,7.18,14, 138.48 ,Cash,App,0,D0282,C001283,3,Monday,22-01-2024,January,Auto
725,Chennai,25-02-2024 04:17,Adyar, 13.02 , 80.24 ,Chromepet, 12.96 , 80.12 ,15.16,33, 329.16 ,Cash,App,0,D0613,C003193,4,Sunday,25-02-2024,February,Auto
220,Chennai,06-03-2024 17:26,Kodambakkam, 13.07 , 80.21 ,Kodambakkam, 13.06 , 80.21 ,0.5,5, 40.00 ,Card,App,1,D0239,C003157,17,Wednesday,06-03-2024,March,Auto
4140,Chennai,10-03-2024 07:48,Anna Nagar, 13.08 , 80.19 ,Tambaram, 12.94 , 80.13 ,17.6,27, 288.47 ,Cash,App,0,D0018,C006148,7,Sunday,10-03-2024,March,Uber Go
3958,Chennai,07-01-2024 02:59,Tambaram, 12.92 , 80.13 ,Tambaram, 12.93 , 80.13 ,0.5,5, 40.00 ,UPI,App,0,D0108,C004554,2,Sunday,07-01-2024,January,UberXL
1589,Chennai,11-03-2024 07:56,Anna Nagar, 13.10 , 80.20 ,Chromepet, 12.95 , 80.13 ,17.51,40, 340.44 ,Cash,App,0,D0092,C004136,7,Monday,11-03-2024,March,Auto
3348,Chennai,05-01-2024 02:50,Guindy, 13.01 , 80.20 ,Besant Nagar, 12.97 , 80.25 ,5.9,16, 132.69 ,Card,App,0,D0771,C003711,2,Friday,05-01-2024,January,Uber Go
3971,Chennai,06-02-2024 14:45,Ambattur, 13.09 , 80.17 ,Besant Nagar, 12.97 , 80.27 ,16.44,55, 335.85 ,Cash,App,0,D0216,C004607,14,Tuesday,06-02-2024,February,Bike
4708,Chennai,06-03-2024 17:13,Tambaram, 13.09 , 80.12 ,Madhavaram, 13.15 , 80.22 ,24.56,64, 485.76 ,Card,App,0,D0685,C004994,17,Wednesday,06-03-2024,March,Auto
44,Chennai,08-02-2024 11:12,Thiruvanmiyur, 12.98 , 80.26 ,Besant Nagar, 12.98 , 80.25 ,0.89,5, 44.85 ,Card,App,0,D0160,C000453,11,Thursday,08-02-2024,February,UberXL
3002,Chennai,03-01-2024 20:01,Guindy, 13.01 , 80.21 ,Tambaram, 12.92 , 80.14 ,13.24,31, 280.69 ,Card,App,0,D0412,C007668,20,Wednesday,03-01-2024,January,Uber Go
211,Chennai,28-02-2024 08:12,Besant Nagar, 12.98 , 80.25 ,Ambattur, 13.10 , 80.16 ,15.22,25, 278.71 ,Card,App,0,D0196,C004368,8,Wednesday,28-02-2024,February,Uber Go
678,Chennai,01-02-2024 19:50,Sholinganallur, 12.93 , 80.23 ,Sholinganallur, 12.94 , 80.24 ,0.9,5, 50.31 ,Card,App,0,D0076,C001690,19,Thursday,01-02-2024,February,Auto
355,Chennai,09-02-2024 05:38,T. Nagar, 13.04 , 80.24 ,Kodambakkam, 13.07 , 80.22 ,5.08,5, 109.53 ,Cash,App,0,D0736,C003224,5,Friday,09-02-2024,February,Auto
1434,Chennai,09-02-2024 07:46,Anna Nagar, 13.07 , 80.21 ,Madhavaram, 13.15 , 80.23 ,8.06,13, 204.69 ,Card,App,0,D0738,C002526,7,Friday,09-02-2024,February,Auto
950,Chennai,05-02-2024 10:49,Madhavaram, 13.15 , 80.22 ,Kodambakkam, 13.06 , 80.21 ,10.63,28, 178.16 ,UPI,App,0,D0104,C005927,10,Monday,05-02-2024,February,Bike
2844,Chennai,16-02-2024 04:55,Tambaram, 12.93 , 80.12 ,Thiruvanmiyur, 12.99 , 80.28 ,18.41,43, 389.67 ,UPI,App,0,D0104,C001339,4,Friday,16-02-2024,February,Auto
578,Chennai,16-03-2024 11:44,Mylapore, 13.03 , 80.27 ,Mylapore, 13.04 , 80.27 ,1.88,5, 59.24 ,Cash,App,0,D0001,C000246,11,Saturday,16-03-2024,March,Auto
3929,Chennai,19-02-2024 13:21,Anna Nagar, 13.08 , 80.20 ,Ambattur, 13.10 , 80.16 ,1.88,10, 67.08 ,UPI,App,0,D0265,C006783,13,Monday,19-02-2024,February,Auto
545,Chennai,01-03-2024 09:11,T. Nagar, 13.05 , 80.24 ,Velachery, 12.99 , 80.21 ,7.43,8, 146.56 ,Cash,Call,0,D0399,C004952,9,Friday,01-03-2024,March,Auto
368,Chennai,06-01-2024 12:24,Ambattur, 13.10 , 80.16 ,Velachery, 12.99 , 80.23 ,13.67,36, 342.14 ,Card,App,0,D0237,C006436,12,Saturday,06-01-2024,January,Uber Go
1613,Chennai,14-02-2024 02:03,Sholinganallur, 12.93 , 80.23 ,Sholinganallur, 12.93 , 80.23 ,1.01,5, 41.50 ,Card,App,0,D0333,C001873,2,Wednesday,14-02-2024,February,Uber Go
3551,Chennai,25-01-2024 21:22,Kodambakkam, 13.07 , 80.21 ,Thiruvanmiyur, 12.97 , 80.27 ,12.62,10, 232.38 ,Cash,App,0,D0468,C002495,21,Thursday,25-01-2024,January,UberXL
3717,Chennai,22-03-2024 15:37,Sholinganallur, 12.92 , 80.23 ,Sholinganallur, 12.92 , 80.23 ,0.5,5, 49.16 ,Card,App,0,D0797,C000719,15,Friday,22-03-2024,March,Auto
3780,Chennai,13-02-2024 12:36,Tambaram, 12.93 , 80.13 ,Sholinganallur, 12.93 , 80.23 ,9.65,33, 239.84 ,Card,App,0,D0206,C001023,12,Tuesday,13-02-2024,February,Auto
136,Chennai,14-03-2024 06:38,T. Nagar, 13.04 , 80.23 ,T. Nagar, 13.04 , 80.24 ,0.56,8, 59.84 ,Card,App,0,D0075,C000071,6,Thursday,14-03-2024,March,Auto
4481,Chennai,30-03-2024 00:51,Anna Nagar, 13.08 , 80.21 ,Adyar, 13.00 , 80.25 ,9.14,25, 172.84 ,Cash,App,0,D0740,C001410,0,Saturday,30-03-2024,March,Auto
1438,Chennai,23-01-2024 18:56,Kodambakkam, 13.07 , 80.22 ,Chromepet, 12.97 , 80.13 ,14.99,42, 279.45 ,Cash,App,1,D0114,C004735,18,Tuesday,23-01-2024,January,UberXL
48,Chennai,20-01-2024 14:21,Tambaram, 12.93 , 80.13 ,Velachery, 12.98 , 80.21 ,9.83,29, 217.80 ,Cash,App,0,D0101,C000005,14,Saturday,20-01-2024,January,Auto
1361,Chennai,08-01-2024 09:21,Guindy, 13.00 , 80.22 ,Sholinganallur, 12.93 , 80.22 ,8.65,5, 222.39 ,Cash,App,0,D0600,C005221,9,Monday,08-01-2024,January,Auto
735,Chennai,05-03-2024 12:21,Guindy, 13.01 , 80.23 ,Sholinganallur, 12.93 , 80.22 ,8.08,10, 164.05 ,UPI,App,1,D0666,C002455,12,Tuesday,05-03-2024,March,Auto
1535,Chennai,14-02-2024 02:52,Ambattur, 13.10 , 80.16 ,Guindy, 13.00 , 80.22 ,12.19,39, 299.15 ,Card,App,0,D0527,C006123,2,Wednesday,14-02-2024,February,Auto
2005,Chennai,23-03-2024 01:47,Tambaram, 12.93 , 80.12 ,T. Nagar, 13.04 , 80.23 ,16.7,44, 263.70 ,Card,App,0,D0392,C000105,1,Saturday,23-03-2024,March,Auto
