Trip ID,city,Timestamp,Pickup Zone,Pickup Latitude,Pickup Longitude,Drop Zone,Drop Latitude,Drop Longitude,Distance (Km),Trip Duration (Min),Fare (INR),Payment Type,Platform,Is Shared,Driver ID,Customer ID,Date,Hour,Weekday,Month,Vehicle Type,_pickup_ts,_trip_duration_min,_revenue,_pickup_zone,_pickup_hour,_pickup_dow,_pickup_date,trip_count
619,Chennai,2024-03-19 08:14:00,Chromepet,12.9601,80.1394,Kodambakkam,13.0627,80.2099,14.11,39,260.45,Card,App,0,D0175,C003494,2024-03-19,8,Tuesday,March,Uber Go,2024-03-19 08:14:00,39,260.45,Chromepet,8,Tuesday,2024-03-19,1
1698,Chennai,2024-03-10 02:56:00,Ambattur,13.1023,80.1703,Ambattur,13.1045,80.1652,1.65,8,40.26,Card,App,0,D0548,C007214,2024-03-10,2,Sunday,March,Uber Go,2024-03-10 02:56:00,8,40.26,Ambattur,2,Sunday,2024-03-10,1
3594,Chennai,2024-01-22 18:43:00,Anna Nagar,13.0933,80.202,Mylapore,13.0384,80.2701,9.78,23,211.17,Card,App,0,D0447,C003961,2024-01-22,18,Monday,January,Uber Go,2024-01-22 18:43:00,23,211.17,Anna Nagar,18,Monday,2024-01-22,1
1958,Chennai,2024-02-14 20:09:00,Thiruvanmiyur,12.9887,80.2644,Anna Nagar,13.0977,80.1981,12.82,28,294.5,Cash,App,0,D0363,C004212,2024-02-14,20,Wednesday,February,Uber Go,2024-02-14 20:09:00,28,294.5,Thiruvanmiyur,20,Wednesday,2024-02-14,1
1222,Chennai,2024-01-28 20:55:00,Ambattur,13.1072,80.1522,Ambattur,13.0974,80.1619,1.67,5,81.0,Card,App,0,D0152,C002985,2024-01-28,20,Sunday,January,Uber Go,2024-01-28 20:55:00,5,81.0,Ambattur,20,Sunday,2024-01-28,1
2074,Chennai,2024-01-30 11:17:00,Velachery,12.974,80.2197,T. Nagar,13.0591,80.2366,10.58,29,186.53,Cash,App,0,D0154,C002052,2024-01-30,11,Tuesday,January,UberXL,2024-01-30 11:17:00,29,186.53,Velachery,11,Tuesday,2024-01-30,1
3411,Chennai,2024-03-08 07:04:00,Ambattur,13.0986,80.1683,Chromepet,12.962,80.1284,15.25,21,275.83,Cash,App,0,D0171,C003943,2024-03-08,7,Friday,March,Uber Go,2024-03-08 07:04:00,21,275.83,Ambattur,7,Friday,2024-03-08,1
870,Chennai,2024-02-12 06:49:00,Perambur,13.1218,80.2179,T. Nagar,13.0479,80.2335,8.16,5,208.95,Cash,App,0,D0072,C001066,2024-02-12,6,Monday,February,Auto,2024-02-12 06:49:00,5,208.95,Perambur,6,Monday,2024-02-12,1
2719,Chennai,2024-01-10 08:06:00,Madhavaram,13.1555,80.2157,Mylapore,13.0389,80.2689,12.77,31,285.32,Cash,App,0,D0264,C007112,2024-01-10,8,Wednesday,January,Auto,2024-01-10 08:06:00,31,285.32,Madhavaram,8,Wednesday,2024-01-10,1
1043,Chennai,2024-01-21 09:49:00,Adyar,13.0001,80.2556,Chromepet,12.9482,80.1344,14.19,42,285.32,Card,App,0,D0590,C003457,2024-01-21,9,Sunday,January,Auto,2024-01-21 09:49:00,42,285.32,Adyar,9,Sunday,2024-01-21,1
1362,Chennai,2024-01-15 07:05:00,Kodambakkam,13.062,80.2154,Mylapore,13.035,80.2796,6.51,15,149.68,Cash,App,0,D0125,C007134,2024-01-15,7,Monday,January,UberXL,2024-01-15 07:05:00,15,149.68,Kodambakkam,7,Monday,2024-01-15,1
357,Chennai,2024-02-08 13:19:00,T. Nagar,13.0401,80.2273,Guindy,12.9986,80.2261,5.72,18,115.56,Cash,App,0,D0223,C001652,2024-02-08,13,Thursday,February,Uber Go,2024-02-08 13:19:00,18,115.56,T. Nagar,13,Thursday,2024-02-08,1
1163,Chennai,2024-01-23 08:17:00,Adyar,13.0194,80.2494,Sholinganallur,12.9196,80.2166,10.53,19,262.69,Cash,App,0,D0170,C002512,2024-01-23,8,Tuesday,January,Uber Go,2024-01-23 08:17:00,19,262.69,Adyar,8,Tuesday,2024-01-23,1
2766,Chennai,2024-01-14 07:02:00,Tambaram,12.9201,80.1183,Velachery,12.9824,80.2183,13.62,53,332.24,Card,App,0,D0011,C006088,2024-01-14,7,Sunday,January,Uber Go,2024-01-14 07:02:00,53,332.24,Tambaram,7,Sunday,2024-01-14,1
3253,Chennai,2024-02-14 01:51:00,Chromepet,12.9628,80.1397,Sholinganallur,12.9281,80.2238,10.57,42,197.92,Cash,App,0,D0294,C000935,2024-02-14,1,Wednesday,February,Uber Go,2024-02-14 01:51:00,42,197.92,Chromepet,1,Wednesday,2024-02-14,1
1439,Chennai,2024-01-03 08:30:00,Besant Nagar,12.9738,80.27,Mylapore,13.0194,80.2677,5.32,5,131.27,Cash,App,0,D0022,C001490,2024-01-03,8,Wednesday,January,UberXL,2024-01-03 08:30:00,5,131.27,Besant Nagar,8,Wednesday,2024-01-03,1
3604,Chennai,2024-01-10 02:53:00,Anna Nagar,13.0863,80.1956,Guindy,13.0266,80.213,5.57,17,139.77,Cash,App,0,D0491,C006900,2024-01-10,2,Wednesday,January,Auto,2024-01-10 02:53:00,17,139.77,Anna Nagar,2,Wednesday,2024-01-10,1
4941,Chennai,2024-03-19 08:59:00,Guindy,13.0128,80.2171,Anna Nagar,13.0913,80.2076,8.65,11,185.46,Card,App,0,D0477,C003971,2024-03-19,8,Tuesday,March,Auto,2024-03-19 08:59:00,11,185.46,Guindy,8,Tuesday,2024-03-19,1
4594,Chennai,2024-03-13 08:48:00,Sholinganallur,12.9315,80.2392,Velachery,12.9774,80.2209,5.06,21,101.67,Card,App,0,D0174,C007089,2024-03-13,8,Wednesday,March,Bike,2024-03-13 08:48:00,21,101.67,Sholinganallur,8,Wednesday,2024-03-13,1
3640,Chennai,2024-01-22 03:17:00,Anna Nagar,13.0883,80.1983,Guindy,13.0188,80.2174,6.74,16,118.36,Cash,App,0,D0758,C006323,2024-01-22,3,Monday,January,Uber Go,2024-01-22 03:17:00,16,118.36,Anna Nagar,3,Monday,2024-01-22,1
1254,Chennai,2024-01-20 16:41:00,Adyar,13.0101,80.2443,Velachery,12.9754,80.2227,4.95,13,120.69,Card,App,0,D0677,C001401,2024-01-20,16,Saturday,January,Uber Go,2024-01-20 16:41:00,13,120.69,Adyar,16,Saturday,2024-01-20,1
3366,Chennai,2024-02-26 17:29:00,Adyar,13.0097,80.2526,Mylapore,13.0295,80.2791,3.59,6,99.74,Card,App,0,D0745,C000049,2024-02-26,17,Monday,February,Auto,2024-02-26 17:29:00,6,99.74,Adyar,17,Monday,2024-02-26,1
333,Chennai,2024-01-22 15:55:00,T. Nagar,13.0406,80.2273,Perambur,13.1055,80.2315,5.73,5,138.99,Card,App,1,D0296,C005581,2024-01-22,15,Monday,January,UberXL,2024-01-22 15:55:00,5,138.99,T. Nagar,15,Monday,2024-01-22,1
3695,Chennai,2024-01-11 06:04:00,Tambaram,13.0406,80.1177,Tambaram,12.9173,80.1272,3.24,5,88.78,Cash,Call,1,D0318,C006018,2024-01-11,6,Thursday,January,Uber Go,2024-01-11 06:04:00,5,88.78,Tambaram,6,Thursday,2024-01-11,1
3569,Chennai,2024-01-27 04:20:00,Mylapore,13.0251,80.2714,Sholinganallur,12.9268,80.2262,11.73,34,267.04,Cash,App,0,D0565,C001487,2024-01-27,4,Saturday,January,UberXL,2024-01-27 04:20:00,34,267.04,Mylapore,4,Saturday,2024-01-27,1
2729,Chennai,2024-01-25 19:55:00,Tambaram,12.9346,80.1356,Anna Nagar,13.0816,80.2126,16.33,42,316.04,Cash,App,0,D0288,C007067,2024-01-25,19,Thursday,January,UberXL,2024-01-25 19:55:00,42,316.04,Tambaram,19,Thursday,2024-01-25,1
3668,Chennai,2024-01-27 08:21:00,Sholinganallur,12.9285,80.2212,Sholinganallur,12.9207,80.2295,1.75,15,53.09,Card,App,0,D0494,C004701,2024-01-27,8,Saturday,January,Bike,2024-01-27 08:21:00,15,53.09,Sholinganallur,8,Saturday,2024-01-27,1
1631,Chennai,2024-03-18 21:59:00,Ambattur,13.1021,80.1516,Guindy,13.02,80.222,11.6,15,212.03,Cash,App,0,D0289,C001677,2024-03-18,21,Monday,March,Auto,2024-03-18 21:59:00,15,212.03,Ambattur,21,Monday,2024-03-18,1
1117,Chennai,2024-01-04 17:43:00,Mylapore,13.0252,80.2701,Perambur,13.1123,80.223,10.11,44,207.42,UPI,App,1,D0344,C006544,2024-01-04,17,Thursday,January,Uber Go,2024-01-04 17:43:00,44,207.42,Mylapore,17,Thursday,2024-01-04,1
1850,Chennai,2024-01-29 02:52:00,Madhavaram,13.1538,80.2168,Madhavaram,13.1515,80.2298,1.98,6,81.97,Card,Call,0,D0399,C005627,2024-01-29,2,Monday,January,Uber Go,2024-01-29 02:52:00,6,81.97,Madhavaram,2,Monday,2024-01-29,1
3555,Chennai,2024-03-02 14:06:00,Mylapore,13.0295,80.264,Anna Nagar,13.0804,80.2084,8.88,12,164.52,Cash,App,1,D0526,C004631,2024-03-02,14,Saturday,March,Auto,2024-03-02 14:06:00,12,164.52,Mylapore,14,Saturday,2024-03-02,1
3154,Chennai,2024-02-23 12:02:00,Sholinganallur,12.9207,80.221,Guindy,13.0073,80.2274,10.19,21,204.87,Cash,Call,0,D0772,C001887,2024-02-23,12,Friday,February,Auto,2024-02-23 12:02:00,21,204.87,Sholinganallur,12,Friday,2024-02-23,1
3266,Chennai,2024-02-01 10:28:00,Anna Nagar,13.0845,80.2053,Tambaram,12.9252,80.1303,18.71,58,407.23,UPI,App,1,D0751,C004835,2024-02-01,10,Thursday,February,UberXL,2024-02-01 10:28:00,58,407.23,Anna Nagar,10,Thursday,2024-02-01,1
1666,Chennai,2024-02-11 14:10:00,Tambaram,12.9154,80.1403,Mylapore,13.032,80.2715,20.38,37,476.32,Cash,App,1,D0610,C006825,2024-02-11,14,Sunday,February,Uber Go,2024-02-11 14:10:00,37,476.32,Tambaram,14,Sunday,2024-02-11,1
446,Chennai,2024-01-06 13:09:00,Chromepet,12.9588,80.1342,Guindy,13.0104,80.2231,11.98,20,278.65,Cash,App,0,D0718,C006372,2024-01-06,13,Saturday,January,Uber Go,2024-01-06 13:09:00,20,278.65,Chromepet,13,Saturday,2024-01-06,1
2246,Chennai,2024-02-25 20:22:00,Mylapore,13.0324,80.2809,Ambattur,13.1031,80.1671,14.35,42,325.6,Cash,App,0,D0318,C000778,2024-02-25,20,Sunday,February,Uber Go,2024-02-25 20:22:00,42,325.6,Mylapore,20,Sunday,2024-02-25,1
453,Chennai,2024-02-15 18:29:00,Velachery,12.9942,80.2157,T. Nagar,13.0426,80.2371,6.56,6,137.46,Card,App,0,D0261,C005166,2024-02-15,18,Thursday,February,Auto,2024-02-15 18:29:00,6,137.46,Velachery,18,Thursday,2024-02-15,1
1552,Chennai,2024-03-31 07:37:00,Guindy,13.023,80.2202,Sholinganallur,12.9243,80.2238,9.54,28,211.29,Cash,App,0,D0604,C000788,2024-03-31,7,Sunday,March,Auto,2024-03-31 07:37:00,28,211.29,Guindy,7,Sunday,2024-03-31,1
4435,Chennai,2024-03-08 07:48:00,Madhavaram,13.1406,80.2194,Anna Nagar,13.0946,80.2082,4.17,12,106.7,Card,App,0,D0596,C002718,2024-03-08,7,Friday,March,Uber Go,2024-03-08 07:48:00,12,106.7,Madhavaram,7,Friday,2024-03-08,1
2955,Chennai,2024-02-24 20:04:00,Anna Nagar,13.0765,80.1968,Ambattur,13.0943,80.1588,5.14,14,147.71,UPI,App,0,D0260,C004220,2024-02-24,20,Saturday,February,Uber Go,2024-02-24 20:04:00,14,147.71,Anna Nagar,20,Saturday,2024-02-24,1
15,Chennai,2024-01-08 21:55:00,Velachery,12.9846,80.2179,Adyar,13.0064,80.2442,2.05,12,60.29,Card,App,0,D0110,C007513,2024-01-08,21,Monday,January,Uber Go,2024-01-08 21:55:00,12,60.29,Velachery,21,Monday,2024-01-08,1
3629,Chennai,2024-03-28 17:42:00,T. Nagar,13.0355,80.2271,Ambattur,13.1014,80.1559,10.0,27,183.25,Cash,App,0,D0317,C005341,2024-03-28,17,Thursday,March,Auto,2024-03-28 17:42:00,27,183.25,T. Nagar,17,Thursday,2024-03-28,1
946,Chennai,2024-01-06 16:01:00,Madhavaram,13.1393,80.2306,Ambattur,13.0929,80.1623,9.67,24,184.26,Cash,App,0,D0122,C007429,2024-01-06,16,Saturday,January,Bike,2024-01-06 16:01:00,24,184.26,Madhavaram,16,Saturday,2024-01-06,1
248,Chennai,2024-03-24 14:28:00,Velachery,12.9856,80.226,Sholinganallur,12.9323,80.2247,5.3,15,141.32,UPI,App,0,D0423,C002078,2024-03-24,14,Sunday,March,Uber Go,2024-03-24 14:28:00,15,141.32,Velachery,14,Sunday,2024-03-24,1
4698,Chennai,2024-02-01 05:26:00,Tambaram,12.9292,80.1314,T. Nagar,13.0418,80.2178,15.59,42,252.36,Cash,App,0,D0191,C006516,2024-02-01,5,Thursday,February,Uber Go,2024-02-01 05:26:00,42,252.36,Tambaram,5,Thursday,2024-02-01,1
361,Chennai,2024-03-07 08:41:00,Kodambakkam,13.0597,80.2166,Kodambakkam,13.0822,80.2069,1.68,14,40.0,Cash,App,0,D0002,C005382,2024-03-07,8,Thursday,March,Uber Go,2024-03-07 08:41:00,14,40.0,Kodambakkam,8,Thursday,2024-03-07,1
4657,Chennai,2024-02-09 04:20:00,Kodambakkam,13.0662,80.2131,Besant Nagar,12.975,80.2455,11.19,22,231.54,Card,App,0,D0365,C000808,2024-02-09,4,Friday,February,Uber Go,2024-02-09 04:20:00,22,231.54,Kodambakkam,4,Friday,2024-02-09,1
1615,Chennai,2024-01-31 06:13:00,Chromepet,12.9639,80.1324,Chromepet,12.9588,80.1368,0.5,13,40.0,Cash,App,1,D0346,C004880,2024-01-31,6,Wednesday,January,Uber Go,2024-01-31 06:13:00,13,40.0,Chromepet,6,Wednesday,2024-01-31,1
2304,Chennai,2024-03-02 08:18:00,Velachery,12.9903,80.211,Kodambakkam,13.0751,80.2196,10.07,10,197.59,UPI,App,0,D0610,C003638,2024-03-02,8,Saturday,March,Auto,2024-03-02 08:18:00,10,197.59,Velachery,8,Saturday,2024-03-02,1
4142,Chennai,2024-01-30 03:33:00,Velachery,12.9798,80.218,Tambaram,12.9183,80.1284,12.65,28,270.79,Card,App,0,D0080,C005139,2024-01-30,3,Tuesday,January,Uber Go,2024-01-30 03:33:00,28,270.79,Velachery,3,Tuesday,2024-01-30,1
3169,Chennai,2024-01-15 23:41:00,Ambattur,13.1043,80.1653,Ambattur,13.0956,80.1658,0.5,5,46.64,Card,App,0,D0434,C006758,2024-01-15,23,Monday,January,Auto,2024-01-15 23:41:00,5,46.64,Ambattur,23,Monday,2024-01-15,1
2479,Chennai,2024-02-23 19:58:00,Tambaram,12.9207,80.1307,Besant Nagar,12.9844,80.2521,13.82,34,252.82,Cash,App,0,D0051,C000982,2024-02-23,19,Friday,February,UberXL,2024-02-23 19:58:00,34,252.82,Tambaram,19,Friday,2024-02-23,1
4215,Chennai,2024-02-07 12:53:00,Perambur,13.1214,80.2326,Thiruvanmiyur,12.981,80.272,15.84,53,376.89,UPI,App,0,D0613,C003717,2024-02-07,12,Wednesday,February,Uber Go,2024-02-07 12:53:00,53,376.89,Perambur,12,Wednesday,2024-02-07,1
4181,Chennai,2024-03-28 23:22:00,Tambaram,12.9225,80.1333,Ambattur,13.1013,80.1638,20.16,65,313.95,Cash,App,0,D0516,C005144,2024-03-28,23,Thursday,March,Uber Go,2024-03-28 23:22:00,65,313.95,Tambaram,23,Thursday,2024-03-28,1
4885,Chennai,2024-02-21 11:40:00,Madhavaram,13.1574,80.223,Besant Nagar,12.9788,80.2676,21.23,61,436.13,Card,App,0,D0475,C000819,2024-02-21,11,Wednesday,February,UberXL,2024-02-21 11:40:00,61,436.13,Madhavaram,11,Wednesday,2024-02-21,1
3164,Chennai,2024-03-16 16:12:00,Anna Nagar,13.082,80.1951,Perambur,13.1177,80.2203,5.18,15,94.49,UPI,App,0,D0064,C004669,2024-03-16,16,Saturday,March,Auto,2024-03-16 16:12:00,15,94.49,Anna Nagar,16,Saturday,2024-03-16,1
491,Chennai,2024-03-06 04:32:00,T. Nagar,13.037,80.2263,Guindy,13.0131,80.2264,3.23,5,102.06,Card,App,0,D0685,C006007,2024-03-06,4,Wednesday,March,Uber Go,2024-03-06 04:32:00,5,102.06,T. Nagar,4,Wednesday,2024-03-06,1
863,Chennai,2024-02-08 16:44:00,Thiruvanmiyur,12.9817,80.2586,Thiruvanmiyur,12.9793,80.2702,0.5,5,40.0,Card,App,0,D0623,C004697,2024-02-08,16,Thursday,February,Uber Go,2024-02-08 16:44:00,5,40.0,Thiruvanmiyur,16,Thursday,2024-02-08,1
1741,Chennai,2024-03-03 01:24:00,T. Nagar,13.036,80.2405,Madhavaram,13.1489,80.2318,13.27,33,280.46,Card,App,0,D0540,C004675,2024-03-03,1,Sunday,March,Auto,2024-03-03 01:24:00,33,280.46,T. Nagar,1,Sunday,2024-03-03,1
4100,Chennai,2024-01-20 06:42:00,Tambaram,12.936,80.1207,Adyar,13.0054,80.2492,15.75,25,283.69,UPI,App,0,D0141,C000563,2024-01-20,6,Saturday,January,Bike,2024-01-20 06:42:00,25,283.69,Tambaram,6,Saturday,2024-01-20,1
4386,Chennai,2024-01-09 21:23:00,Thiruvanmiyur,12.936,80.2632,Ambattur,13.1012,80.1666,16.06,48,354.32,Cash,App,0,D0501,C000394,2024-01-09,21,Tuesday,January,Auto,2024-01-09 21:23:00,48,354.32,Thiruvanmiyur,21,Tuesday,2024-01-09,1
2448,Chennai,2024-03-11 08:18:00,Ambattur,13.1114,80.1592,Thiruvanmiyur,12.9837,80.263,18.06,50,399.28,Card,App,1,D0021,C000462,2024-03-11,8,Monday,March,Uber Go,2024-03-11 08:18:00,50,399.28,Ambattur,8,Monday,2024-03-11,1
4231,Chennai,2024-03-01 16:32:00,Tambaram,12.9189,80.1336,Ambattur,13.0943,80.1613,19.88,54,443.22,Card,App,0,D0597,C000867,2024-03-01,16,Friday,March,Uber Go,2024-03-01 16:32:00,54,443.22,Tambaram,16,Friday,2024-03-01,1
507,Chennai,2024-02-11 17:08:00,Adyar,13.0182,80.246,Thiruvanmiyur,12.9879,80.2658,3.49,15,106.62,Card,Call,1,D0432,C007525,2024-02-11,17,Sunday,February,UberXL,2024-02-11 17:08:00,15,106.62,Adyar,17,Sunday,2024-02-11,1
2678,Chennai,2024-01-22 07:11:00,Kodambakkam,13.0664,80.2161,Sholinganallur,12.9315,80.2136,15.35,34,271.29,Cash,App,0,D0788,C004916,2024-01-22,7,Monday,January,Bike,2024-01-22 07:11:00,34,271.29,Kodambakkam,7,Monday,2024-01-22,1
2996,Chennai,2024-02-16 16:51:00,Madhavaram,13.143,80.2297,Thiruvanmiyur,12.9822,80.271,19.97,43,372.8,Cash,App,1,D0522,C007330,2024-02-16,16,Friday,February,Auto,2024-02-16 16:51:00,43,372.8,Madhavaram,16,Friday,2024-02-16,1
1943,Chennai,2024-02-27 20:03:00,Chromepet,12.9565,80.1341,T. Nagar,13.0525,80.2391,14.39,21,289.46,Card,App,0,D0729,C007798,2024-02-27,20,Tuesday,February,Bike,2024-02-27 20:03:00,21,289.46,Chromepet,20,Tuesday,2024-02-27,1
1223,Chennai,2024-03-01 10:26:00,Mylapore,13.0356,80.2627,Guindy,13.0058,80.2099,5.81,25,127.34,Card,App,1,D0716,C003564,2024-03-01,10,Friday,March,UberXL,2024-03-01 10:26:00,25,127.34,Mylapore,10,Friday,2024-03-01,1
1114,Chennai,2024-03-30 13:14:00,Kodambakkam,13.0473,80.2222,Sholinganallur,12.9186,80.2354,14.17,36,278.81,Cash,Call,0,D0594,C002026,2024-03-30,13,Saturday,March,Auto,2024-03-30 13:14:00,36,278.81,Kodambakkam,13,Saturday,2024-03-30,1
1906,Chennai,2024-03-14 05:38:00,Besant Nagar,12.9824,80.2512,Velachery,12.9801,80.2113,4.35,16,88.75,Card,App,0,D0549,C001118,2024-03-14,5,Thursday,March,Uber Go,2024-03-14 05:38:00,16,88.75,Besant Nagar,5,Thursday,2024-03-14,1
3424,Chennai,2024-02-13 05:25:00,Thiruvanmiyur,12.9816,80.2746,Guindy,13.0154,80.23,3.98,5,76.17,Cash,App,0,D0066,C006124,2024-02-13,5,Tuesday,February,Uber Go,2024-02-13 05:25:00,5,76.17,Thiruvanmiyur,5,Tuesday,2024-02-13,1
1878,Chennai,2024-01-24 09:21:00,Besant Nagar,12.9858,80.2631,Kodambakkam,13.0681,80.2295,10.1,27,179.26,Card,App,0,D0197,C004786,2024-01-24,9,Wednesday,January,Auto,2024-01-24 09:21:00,27,179.26,Besant Nagar,9,Wednesday,2024-01-24,1
4673,Chennai,2024-02-05 14:26:00,Tambaram,12.9291,80.1293,Ambattur,13.0996,80.1595,19.25,37,445.5,Cash,App,0,D0438,C006381,2024-02-05,14,Monday,February,UberXL,2024-02-05 14:26:00,37,445.5,Tambaram,14,Monday,2024-02-05,1
434,Chennai,2024-03-01 05:52:00,Kodambakkam,13.0747,80.2116,Chromepet,12.9688,80.1279,14.51,24,261.26,Card,App,0,D0601,C006477,2024-03-01,5,Friday,March,Bike,2024-03-01 05:52:00,24,261.26,Kodambakkam,5,Friday,2024-03-01,1
2365,Chennai,2024-02-06 03:24:00,Thiruvanmiyur,12.9836,80.2554,Besant Nagar,12.9867,80.2473,0.63,11,44.05,Cash,App,0,D0275,C002991,2024-02-06,3,Tuesday,February,Uber Go,2024-02-06 03:24:00,11,44.05,Thiruvanmiyur,3,Tuesday,2024-02-06,1
3155,Chennai,2024-01-17 13:30:00,Ambattur,13.0985,80.1688,Tambaram,12.9251,80.128,17.39,40,366.86,Card,App,0,D0595,C005296,2024-01-17,13,Wednesday,January,Uber Go,2024-01-17 13:30:00,40,366.86,Ambattur,13,Wednesday,2024-01-17,1
2836,Chennai,2024-02-02 19:45:00,Kodambakkam,13.0601,80.2164,Kodambakkam,13.0615,80.2047,1.76,5,66.97,Cash,App,1,D0764,C005122,2024-02-02,19,Friday,February,Bike,2024-02-02 19:45:00,5,66.97,Kodambakkam,19,Friday,2024-02-02,1
2093,Chennai,2024-02-11 03:25:00,Chromepet,12.9627,80.128,Thiruvanmiyur,12.9839,80.2735,16.35,43,311.97,Card,App,0,D0747,C001006,2024-02-11,3,Sunday,February,Auto,2024-02-11 03:25:00,43,311.97,Chromepet,3,Sunday,2024-02-11,1
3011,Chennai,2024-01-07 02:52:00,Mylapore,13.0323,80.2753,Tambaram,12.9361,80.1297,18.77,38,342.48,Card,App,0,D0043,C003606,2024-01-07,2,Sunday,January,UberXL,2024-01-07 02:52:00,38,342.48,Mylapore,2,Sunday,2024-01-07,1
3163,Chennai,2024-01-06 01:03:00,Adyar,13.0068,80.2448,Chromepet,12.9653,80.1272,13.24,19,295.55,UPI,App,0,D0057,C002930,2024-01-06,1,Saturday,January,Auto,2024-01-06 01:03:00,19,295.55,Adyar,1,Saturday,2024-01-06,1
2946,Chennai,2024-03-13 13:42:00,Velachery,12.9931,80.2251,Besant Nagar,12.9809,80.2509,2.08,12,81.61,UPI,App,0,D0662,C002560,2024-03-13,13,Wednesday,March,UberXL,2024-03-13 13:42:00,12,81.61,Velachery,13,Wednesday,2024-03-13,1
3917,Chennai,2024-03-07 06:01:00,Mylapore,13.0252,80.2762,Guindy,12.9998,80.2276,5.62,24,113.84,Cash,App,0,D0340,C007431,2024-03-07,6,Thursday,March,UberXL,2024-03-07 06:01:00,24,113.84,Mylapore,6,Thursday,2024-03-07,1
2917,Chennai,2024-01-18 09:28:00,Anna Nagar,13.0979,80.2051,Thiruvanmiyur,12.9774,80.2528,14.68,32,332.72,Card,Call,0,D0308,C006449,2024-01-18,9,Thursday,January,UberXL,2024-01-18 09:28:00,32,332.72,Anna Nagar,9,Thursday,2024-01-18,1
1103,Chennai,2024-01-23 02:30:00,Guindy,13.0053,80.2235,Madhavaram,13.1515,80.2259,15.49,28,272.2,Card,App,0,D0174,C006818,2024-01-23,2,Tuesday,January,Auto,2024-01-23 02:30:00,28,272.2,Guindy,2,Tuesday,2024-01-23,1
1449,Chennai,2024-01-02 21:19:00,Velachery,12.9888,80.2162,Mylapore,13.029,80.2666,8.19,20,190.66,Cash,App,0,D0540,C004152,2024-01-02,21,Tuesday,January,UberXL,2024-01-02 21:19:00,20,190.66,Velachery,21,Tuesday,2024-01-02,1
1721,Chennai,2024-01-10 03:33:00,Guindy,13.0154,80.228,Tambaram,12.9191,80.1335,15.39,36,308.31,Cash,App,0,D0553,C005666,2024-01-10,3,Wednesday,January,Auto,2024-01-10 03:33:00,36,308.31,Guindy,3,Wednesday,2024-01-10,1
4519,Chennai,2024-03-27 08:44:00,Velachery,12.9836,80.2229,Mylapore,13.03,80.2696,7.44,17,174.1,Card,App,1,D0346,C007043,2024-03-27,8,Wednesday,March,Bike,2024-03-27 08:44:00,17,174.1,Velachery,8,Wednesday,2024-03-27,1
3843,Chennai,2024-02-16 17:12:00,Mylapore,13.0241,80.2691,Sholinganallur,12.9279,80.2334,10.15,24,193.27,Card,App,0,D0505,C005697,2024-02-16,17,Friday,February,UberXL,2024-02-16 17:12:00,24,193.27,Mylapore,17,Friday,2024-02-16,1
157,Chennai,2024-01-25 02:38:00,Velachery,12.9866,80.2151,Madhavaram,13.1538,80.2318,18.48,41,385.83,Cash,Call,1,D0612,C001322,2024-01-25,2,Thursday,January,Uber Go,2024-01-25 02:38:00,41,385.83,Velachery,2,Thursday,2024-01-25,1
2979,Chennai,2024-03-20 04:37:00,Tambaram,12.9342,80.1256,Perambur,13.1174,80.2249,22.92,69,370.25,Cash,App,0,D0644,C006875,2024-03-20,4,Wednesday,March,UberXL,2024-03-20 04:37:00,69,370.25,Tambaram,4,Wednesday,2024-03-20,1
1774,Chennai,2024-02-10 04:58:00,Perambur,13.1141,80.2221,Kodambakkam,13.0653,80.2226,5.24,12,126.39,Cash,App,1,D0295,C000859,2024-02-10,4,Saturday,February,Uber Go,2024-02-10 04:58:00,12,126.39,Perambur,4,Saturday,2024-02-10,1
616,Chennai,2024-03-25 22:21:00,Kodambakkam,13.0682,80.2193,Thiruvanmiyur,12.9758,80.2721,11.04,32,232.05,Card,App,1,D0490,C005085,2024-03-25,22,Monday,March,Uber Go,2024-03-25 22:21:00,32,232.05,Kodambakkam,22,Monday,2024-03-25,1
644,Chennai,2024-03-13 19:22:00,Mylapore,13.0247,80.2692,Adyar,13.0054,80.2616,1.63,5,70.47,Cash,App,0,D0471,C007301,2024-03-13,19,Wednesday,March,Bike,2024-03-13 19:22:00,5,70.47,Mylapore,19,Wednesday,2024-03-13,1
1936,Chennai,2024-02-21 02:24:00,Adyar,13.0072,80.2424,Thiruvanmiyur,12.9909,80.2684,2.72,5,101.04,Cash,App,0,D0372,C001410,2024-02-21,2,Wednesday,February,Uber Go,2024-02-21 02:24:00,5,101.04,Adyar,2,Wednesday,2024-02-21,1
4278,Chennai,2024-03-28 07:37:00,Thiruvanmiyur,12.9754,80.2644,Perambur,13.1205,80.2095,15.96,41,308.84,Card,App,0,D0254,C007533,2024-03-28,7,Thursday,March,Bike,2024-03-28 07:37:00,41,308.84,Thiruvanmiyur,7,Thursday,2024-03-28,1
1069,Chennai,2024-01-24 07:46:00,Kodambakkam,13.0564,80.2264,Perambur,13.1225,80.2188,7.55,25,168.87,Cash,App,0,D0329,C004468,2024-01-24,7,Wednesday,January,Uber Go,2024-01-24 07:46:00,25,168.87,Kodambakkam,7,Wednesday,2024-01-24,1
